scenario_id,territorial_target_type,territorial_target_id,scenario_source_id,global_source_ids,historical_evidence_ids,boundary_feature_ids,historical_subject_ids,bundle_confidence,promotion_id,source_stage,notes,candidate_controller_polity_ids
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000401_r+001256,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000400_r+001256,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000399_r+001256,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000398_r+001256,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000397_r+001256,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000396_r+001256,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000409_r+001257,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000408_r+001257,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000407_r+001257,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000406_r+001257,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000405_r+001257,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000404_r+001257,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000403_r+001257,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000402_r+001257,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000401_r+001257,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000400_r+001257,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000399_r+001257,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000398_r+001257,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000397_r+001257,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000396_r+001257,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000395_r+001257,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000394_r+001257,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000393_r+001257,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000392_r+001257,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000410_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000409_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000408_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000407_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000406_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000405_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000404_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000403_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000402_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000401_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000400_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000399_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000398_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000397_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000396_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000395_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000394_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000393_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000392_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000391_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000390_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000389_r+001258,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000411_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000410_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000409_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000408_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000407_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000406_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000405_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000404_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000403_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000402_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000401_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000400_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000399_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000398_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000397_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000396_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000395_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000394_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000393_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000392_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000391_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
seven_years_war_1756_08_01,TERRESTRIAL_HEX,h6000_q-000390_r+001259,src_9d6f03b5c85f,hsrc_34735c52ef0d,hev_63418cd6ce49|hev_886d8a602567,hbf_9982d6cab487,hsub_meissen_electoral_saxony_core,MEDIUM,promo_004cd3264a32,MAPGEN-012,promoted from a reviewed staged candidate,
